target,positive_subset,candidate_set,reference_model,P,U,reference_P_vs_U_concordance,selected_31k_P_vs_U_concordance,delta_P_vs_U_concordance,reference_average_precision,selected_31k_average_precision,delta_average_precision,reference_reciprocal_rank,selected_31k_reciprocal_rank,delta_reciprocal_rank,reference_recovered_P_at_5,selected_31k_recovered_P_at_5,delta_recovered_P_at_5,reference_recovered_P_at_10,selected_31k_recovered_P_at_10,delta_recovered_P_at_10,reference_recovered_P_at_20,selected_31k_recovered_P_at_20,delta_recovered_P_at_20
KRAS,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,3,150,0.9977777777777778,0.9955555555555555,-0.0022222222222222365,0.9166666666666666,0.8666666666666666,-0.050000000000000044,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
CDK2,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,3,150,0.98,0.9711111111111111,-0.008888888888888835,0.75,0.30277777777777776,-0.44722222222222224,1.0,0.2,-0.8,2.0,1.0,-1.0,2.0,3.0,1.0,3.0,3.0,0.0
HIF1A,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,3,150,0.7622222222222222,0.9977777777777778,0.23555555555555552,0.3854166666666667,0.9166666666666666,0.53125,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0
CTNNB1,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,2,150,0.7633333333333333,0.9366666666666666,0.17333333333333334,0.052380952380952375,0.5476190476190477,0.4952380952380953,0.07142857142857142,1.0,0.9285714285714286,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,3,150,0.8911111111111111,0.8466666666666667,-0.0444444444444444,0.4296296296296296,0.34782608695652173,-0.08180354267310785,1.0,0.5,-0.5,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0
BECN1,exclude_any_model_prior_pairs,low_plausibility,ipin_optimized,1,150,0.52,0.9866666666666667,0.4666666666666667,0.0136986301369863,0.3333333333333333,0.319634703196347,0.0136986301369863,0.3333333333333333,0.319634703196347,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,4,200,0.85375,0.71375,-0.14,0.3497762741460221,0.3380316579553617,-0.011744616190660362,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,-1.0
TP53,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,3,150,0.9555555555555556,0.9955555555555555,0.039999999999999925,0.26111111111111107,0.8055555555555556,0.5444444444444445,0.3333333333333333,1.0,0.6666666666666667,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0
EGFR,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,3,150,0.7933333333333333,0.9977777777777778,0.20444444444444443,0.09109730848861282,0.9166666666666666,0.8255693581780538,0.14285714285714285,1.0,0.8571428571428572,0.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0
KEAP1,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,2,150,0.3566666666666667,0.8833333333333333,0.5266666666666666,0.014989517819706498,0.10368663594470046,0.08869711812499395,0.011111111111111112,0.14285714285714285,0.13174603174603175,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,3,150,0.9911111111111112,0.9488888888888889,-0.04222222222222227,0.5888888888888888,0.28888888888888886,-0.29999999999999993,0.5,0.5,0.0,3.0,1.0,-2.0,3.0,1.0,-2.0,3.0,3.0,0.0
KRAS,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,3,150,0.9977777777777778,0.9955555555555555,-0.0022222222222222365,0.9166666666666666,0.8666666666666666,-0.050000000000000044,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
CDK2,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,3,150,0.98,0.9711111111111111,-0.008888888888888835,0.42063492063492064,0.30277777777777776,-0.11785714285714288,0.5,0.2,-0.3,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
HIF1A,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,3,150,0.92,0.9977777777777778,0.07777777777777772,0.415,0.9166666666666666,0.5016666666666667,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0
CTNNB1,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,2,150,0.84,0.9366666666666666,0.09666666666666668,0.27040816326530615,0.5476190476190477,0.2772108843537415,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,3,150,0.7133333333333334,0.8466666666666667,0.1333333333333333,0.3834745762711864,0.34782608695652173,-0.03564848931466469,1.0,0.5,-0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
BECN1,exclude_any_model_prior_pairs,low_plausibility,tuna_retrained,1,150,0.6,0.9866666666666667,0.3866666666666667,0.01639344262295082,0.3333333333333333,0.3169398907103825,0.01639344262295082,0.3333333333333333,0.3169398907103825,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,low_plausibility,tuna_original,4,200,0.985,0.71375,-0.27125,0.5798611111111112,0.3380316579553617,-0.24182945315574944,1.0,1.0,0.0,2.0,1.0,-1.0,4.0,2.0,-2.0,4.0,2.0,-2.0
TP53,exclude_any_model_prior_pairs,low_plausibility,tuna_original,3,150,0.9866666666666667,0.9955555555555555,0.008888888888888835,0.7777777777777777,0.8055555555555556,0.0277777777777779,1.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0
EGFR,exclude_any_model_prior_pairs,low_plausibility,tuna_original,3,150,1.0,0.9977777777777778,-0.0022222222222222365,1.0,0.9166666666666666,-0.08333333333333337,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
KEAP1,exclude_any_model_prior_pairs,low_plausibility,tuna_original,2,150,0.72,0.8833333333333333,0.16333333333333333,0.03367003367003367,0.10368663594470046,0.07001660227466679,0.030303030303030304,0.14285714285714285,0.11255411255411255,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_any_model_prior_pairs,low_plausibility,tuna_original,3,150,1.0,0.9488888888888889,-0.05111111111111111,1.0,0.28888888888888886,-0.7111111111111111,1.0,0.5,-0.5,3.0,1.0,-2.0,3.0,1.0,-2.0,3.0,3.0,0.0
KRAS,exclude_any_model_prior_pairs,low_plausibility,tuna_original,3,150,0.8422222222222222,0.9955555555555555,0.15333333333333332,0.09120370370370369,0.8666666666666666,0.7754629629629629,0.1111111111111111,1.0,0.8888888888888888,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0
CDK2,exclude_any_model_prior_pairs,low_plausibility,tuna_original,3,150,0.8844444444444445,0.9711111111111111,0.08666666666666667,0.11243386243386243,0.30277777777777776,0.19034391534391532,0.14285714285714285,0.2,0.05714285714285716,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0
HIF1A,exclude_any_model_prior_pairs,low_plausibility,tuna_original,3,150,0.9533333333333334,0.9977777777777778,0.0444444444444444,0.5142857142857142,0.9166666666666666,0.4023809523809524,1.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0
CTNNB1,exclude_any_model_prior_pairs,low_plausibility,tuna_original,2,150,0.6933333333333334,0.9366666666666666,0.2433333333333333,0.05065666041275797,0.5476190476190477,0.4969623872062897,0.07692307692307693,1.0,0.9230769230769231,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,low_plausibility,tuna_original,3,150,0.98,0.8466666666666667,-0.1333333333333333,0.4444444444444444,0.34782608695652173,-0.09661835748792269,0.5,0.5,0.0,2.0,2.0,0.0,3.0,2.0,-1.0,3.0,2.0,-1.0
BECN1,exclude_any_model_prior_pairs,low_plausibility,tuna_original,1,150,0.43333333333333335,0.9866666666666667,0.5533333333333333,0.011627906976744186,0.3333333333333333,0.3217054263565891,0.011627906976744186,0.3333333333333333,0.3217054263565891,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,context_background,ipin_baseline,4,399,0.4755639097744361,0.7587719298245614,0.28320802005012535,0.022125479285134454,0.07904858299595142,0.05692310371081697,0.05555555555555555,0.14285714285714285,0.0873015873015873,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,context_background,ipin_baseline,3,300,0.5155555555555555,0.98,0.46444444444444444,0.013401493330794195,0.3588235294117647,0.3454220360809705,0.013157894736842105,0.5,0.4868421052631579,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,context_background,ipin_baseline,3,300,0.6366666666666667,0.9966666666666667,0.36,0.0190102120974077,0.8333333333333333,0.8143231212359255,0.014925373134328358,1.0,0.9850746268656716,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,context_background,ipin_baseline,2,300,0.375,0.7233333333333334,0.3483333333333334,0.0077914041404140415,0.020251937984496125,0.012460533844082083,0.005681818181818182,0.025,0.019318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,context_background,ipin_baseline,3,300,0.6811111111111111,0.75,0.06888888888888889,0.032780390107976315,0.34774270068387714,0.31496231057590085,0.0625,1.0,0.9375,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
KRAS,exclude_any_model_prior_pairs,context_background,ipin_baseline,3,300,0.6911111111111111,0.8688888888888889,0.1777777777777778,0.020247520247520245,0.04751018961545277,0.027262669367932528,0.013513513513513514,0.045454545454545456,0.03194103194103194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_any_model_prior_pairs,context_background,ipin_baseline,3,300,0.6788888888888889,0.8455555555555555,0.16666666666666663,0.028691423519009725,0.03981481481481482,0.011123391295805092,0.05,0.025,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
HIF1A,exclude_any_model_prior_pairs,context_background,ipin_baseline,3,300,0.73,0.9411111111111111,0.21111111111111114,0.029692197566213316,0.1879432624113475,0.15825106484513418,0.045454545454545456,0.25,0.20454545454545453,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
CTNNB1,exclude_any_model_prior_pairs,context_background,ipin_baseline,2,289,0.9152249134948097,0.7889273356401384,-0.12629757785467133,0.14583333333333334,0.06417624521072797,-0.08165708812260537,0.25,0.1111111111111111,-0.1388888888888889,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,context_background,ipin_baseline,3,296,0.6081081081081081,0.7454954954954955,0.13738738738738743,0.022498129442573886,0.07334716100596317,0.05084903156338928,0.030303030303030304,0.1,0.0696969696969697,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
BECN1,exclude_any_model_prior_pairs,context_background,ipin_baseline,1,296,0.32432432432432434,0.9695945945945946,0.6452702702702703,0.004975124378109453,0.1,0.09502487562189055,0.004975124378109453,0.1,0.09502487562189055,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,context_background,ipin_optimized,4,399,0.5056390977443609,0.7587719298245614,0.25313283208020054,0.026364478024267966,0.07904858299595142,0.05268410497168346,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,context_background,ipin_optimized,3,300,0.4777777777777778,0.98,0.5022222222222221,0.01203983205747688,0.3588235294117647,0.3467836973542878,0.008849557522123894,0.5,0.4911504424778761,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,context_background,ipin_optimized,3,300,0.6333333333333333,0.9966666666666667,0.3633333333333334,0.017205371575494108,0.8333333333333333,0.8161279617578392,0.010752688172043012,1.0,0.989247311827957,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,context_background,ipin_optimized,2,300,0.4633333333333333,0.7233333333333334,0.26000000000000006,0.009307359307359308,0.020251937984496125,0.010944578677136817,0.009523809523809525,0.025,0.015476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,context_background,ipin_optimized,3,300,0.8566666666666667,0.75,-0.10666666666666669,0.051961203822564535,0.34774270068387714,0.2957814968613126,0.06666666666666667,1.0,0.9333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
KRAS,exclude_any_model_prior_pairs,context_background,ipin_optimized,3,300,0.9166666666666666,0.8688888888888889,-0.0477777777777777,0.07525252525252525,0.04751018961545277,-0.027742335637072478,0.06666666666666667,0.045454545454545456,-0.02121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CDK2,exclude_any_model_prior_pairs,context_background,ipin_optimized,3,300,0.8744444444444445,0.8455555555555555,-0.028888888888888964,0.39056776556776557,0.03981481481481482,-0.35075295075295077,1.0,0.025,-0.975,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-2.0
HIF1A,exclude_any_model_prior_pairs,context_background,ipin_optimized,3,300,0.6522222222222223,0.9411111111111111,0.28888888888888886,0.041292356185973204,0.1879432624113475,0.1466509062253743,0.08333333333333333,0.25,0.16666666666666669,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,context_background,ipin_optimized,2,289,0.5865051903114187,0.7889273356401384,0.20242214532871972,0.012826797385620915,0.06417624521072797,0.05134944782510706,0.013888888888888888,0.1111111111111111,0.09722222222222221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
TNFRSF1A,exclude_any_model_prior_pairs,context_background,ipin_optimized,3,296,0.7601351351351351,0.7454954954954955,-0.014639639639639546,0.1849607182940516,0.07334716100596317,-0.11161355728808844,0.5,0.1,-0.4,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,context_background,ipin_optimized,1,296,0.40878378378378377,0.9695945945945946,0.5608108108108109,0.005681818181818182,0.1,0.09431818181818183,0.005681818181818182,0.1,0.09431818181818183,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,context_background,tuna_retrained,4,399,0.6572681704260651,0.7587719298245614,0.10150375939849632,0.2637711366919989,0.07904858299595142,-0.1847225536960475,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,context_background,tuna_retrained,3,300,0.8244444444444444,0.98,0.15555555555555556,0.036630036630036625,0.3588235294117647,0.3221934927817281,0.03571428571428571,0.5,0.4642857142857143,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,context_background,tuna_retrained,3,300,0.7288888888888889,0.9966666666666667,0.2677777777777778,0.03298368298368298,0.8333333333333333,0.8003496503496503,0.05,1.0,0.95,0.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0
KEAP1,exclude_any_model_prior_pairs,context_background,tuna_retrained,2,300,0.3333333333333333,0.7233333333333334,0.39000000000000007,0.007296466973886329,0.020251937984496125,0.012955471010609796,0.005376344086021506,0.025,0.019623655913978494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,context_background,tuna_retrained,3,300,0.9377777777777778,0.75,-0.18777777777777782,0.16705516705516704,0.34774270068387714,0.1806875336287101,0.3333333333333333,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
KRAS,exclude_any_model_prior_pairs,context_background,tuna_retrained,3,300,0.8933333333333333,0.8688888888888889,-0.02444444444444438,0.05690836940836941,0.04751018961545277,-0.009398179792916635,0.047619047619047616,0.045454545454545456,-0.0021645021645021606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_any_model_prior_pairs,context_background,tuna_retrained,3,300,0.9177777777777778,0.8455555555555555,-0.0722222222222223,0.08367190720131897,0.03981481481481482,-0.04385709238650415,0.1111111111111111,0.025,-0.08611111111111111,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0
HIF1A,exclude_any_model_prior_pairs,context_background,tuna_retrained,3,300,0.6977777777777778,0.9411111111111111,0.2433333333333333,0.053900620077090663,0.1879432624113475,0.13404264233425683,0.125,0.25,0.125,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,context_background,tuna_retrained,2,289,0.6626297577854672,0.7889273356401384,0.12629757785467122,0.03190238165245516,0.06417624521072797,0.03227386355827281,0.05263157894736842,0.1111111111111111,0.05847953216374269,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
TNFRSF1A,exclude_any_model_prior_pairs,context_background,tuna_retrained,3,296,0.5315315315315315,0.7454954954954955,0.213963963963964,0.06400596499489836,0.07334716100596317,0.009341196011064812,0.16666666666666666,0.1,-0.06666666666666665,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
BECN1,exclude_any_model_prior_pairs,context_background,tuna_retrained,1,296,0.5405405405405406,0.9695945945945946,0.42905405405405406,0.0072992700729927005,0.1,0.0927007299270073,0.0072992700729927005,0.1,0.0927007299270073,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,context_background,tuna_original,4,399,0.7205513784461153,0.7587719298245614,0.038220551378446155,0.26477038960387345,0.07904858299595142,-0.18572180660792204,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
TP53,exclude_any_model_prior_pairs,context_background,tuna_original,3,300,0.8388888888888889,0.98,0.14111111111111108,0.04589752567693744,0.3588235294117647,0.31292600373482726,0.047619047619047616,0.5,0.4523809523809524,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,context_background,tuna_original,3,300,0.9977777777777778,0.9966666666666667,-0.0011111111111110628,0.8666666666666666,0.8333333333333333,-0.033333333333333326,1.0,1.0,0.0,3.0,2.0,-1.0,3.0,3.0,0.0,3.0,3.0,0.0
KEAP1,exclude_any_model_prior_pairs,context_background,tuna_original,2,300,0.5616666666666666,0.7233333333333334,0.16166666666666674,0.010964912280701754,0.020251937984496125,0.00928702570379437,0.008771929824561403,0.025,0.0162280701754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,context_background,tuna_original,3,300,0.9511111111111111,0.75,-0.20111111111111113,0.13958333333333334,0.34774270068387714,0.2081593673505438,0.125,1.0,0.875,0.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0
KRAS,exclude_any_model_prior_pairs,context_background,tuna_original,3,300,0.94,0.8688888888888889,-0.07111111111111101,0.09925152856841661,0.04751018961545277,-0.05174133895296384,0.08333333333333333,0.045454545454545456,-0.03787878787878787,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0
CDK2,exclude_any_model_prior_pairs,context_background,tuna_original,3,300,0.5511111111111111,0.8455555555555555,0.2944444444444444,0.014121850717531248,0.03981481481481482,0.02569296409728357,0.011494252873563218,0.025,0.013505747126436783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_any_model_prior_pairs,context_background,tuna_original,3,300,0.6944444444444444,0.9411111111111111,0.2466666666666667,0.3455555555555555,0.1879432624113475,-0.157612293144208,1.0,0.25,-0.75,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,exclude_any_model_prior_pairs,context_background,tuna_original,2,289,0.6833910034602076,0.7889273356401384,0.10553633217993075,0.021687462863933454,0.06417624521072797,0.04248878234679451,0.030303030303030304,0.1111111111111111,0.0808080808080808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
TNFRSF1A,exclude_any_model_prior_pairs,context_background,tuna_original,3,296,0.5653153153153153,0.7454954954954955,0.18018018018018023,0.014732879919173995,0.07334716100596317,0.05861428108678918,0.012345679012345678,0.1,0.08765432098765433,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
BECN1,exclude_any_model_prior_pairs,context_background,tuna_original,1,296,0.3918918918918919,0.9695945945945946,0.5777027027027027,0.0055248618784530384,0.1,0.09447513812154697,0.0055248618784530384,0.1,0.09447513812154697,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_any_model_prior_pairs,all_U,ipin_baseline,4,599,0.4757929883138564,0.7437395659432388,0.26794657762938234,0.016887149946362007,0.06703458191256552,0.05014743196620351,0.045454545454545456,0.14285714285714285,0.0974025974025974,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
TP53,exclude_any_model_prior_pairs,all_U,ipin_baseline,3,450,0.6014814814814815,0.9851851851851852,0.38370370370370366,0.010999075811481974,0.33333333333333337,0.3223342575218514,0.011235955056179775,0.5,0.4887640449438202,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,exclude_any_model_prior_pairs,all_U,ipin_baseline,3,450,0.6222222222222222,0.997037037037037,0.3748148148148148,0.012237289972003917,0.8095238095238095,0.7972865195518056,0.009523809523809525,1.0,0.9904761904761905,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0
KEAP1,exclude_any_model_prior_pairs,all_U,ipin_baseline,2,450,0.4533333333333333,0.7766666666666666,0.3233333333333333,0.005929861499490081,0.017198679141441936,0.011268817641951855,0.004424778761061947,0.021739130434782608,0.01731435167372066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_any_model_prior_pairs,all_U,ipin_baseline,3,450,0.7577777777777778,0.8162962962962963,0.058518518518518525,0.030083460235388555,0.17980989632620445,0.1497264360908159,0.058823529411764705,0.5,0.4411764705882353,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
KRAS,exclude_any_model_prior_pairs,all_U,ipin_baseline,3,450,0.7748148148148148,0.9111111111111111,0.13629629629629625,0.018536227484314913,0.04691548250870285,0.02837925502438794,0.0125,0.045454545454545456,0.03295454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_any_model_prior_pairs,all_U,ipin_baseline,3,450,0.7481481481481481,0.8874074074074074,0.1392592592592593,0.026804311962421445,0.036565815137243704,0.009761503174822259,0.05,0.022727272727272728,-0.027272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
HIF1A,exclude_any_model_prior_pairs,all_U,ipin_baseline,3,450,0.8066666666666666,0.96,0.15333333333333332,0.02864357864357864,0.1875,0.15885642135642136,0.045454545454545456,0.25,0.20454545454545453,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
CTNNB1,exclude_any_model_prior_pairs,all_U,ipin_baseline,2,439,0.9305239179954442,0.8394077448747153,-0.09111617312072895,0.14166666666666666,0.06296296296296296,-0.0787037037037037,0.25,0.1111111111111111,-0.1388888888888889,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0
